Time,Input,Output
1309.438,0.2,48.75
1310.439,0.2,48.75
1311.44,0.2,48.75
1312.441,0.2,48.75
1313.442,0.2,48.75
1314.443,0.2,48.75
1315.444,0.2,48.75
1316.445,0.2,48.75
1317.446,0.2,48.75
1318.447,0.2,48.75
1319.448,0.2,48.75
1320.449,0.2,48.75
1321.45,0.2,48.75
1322.451,0.2,48.75
1323.452,0.2,48.75
1324.453,0.2,48.75
1325.454,0.2,48.75
1326.455,0.2,48.75
1327.456,0.2,48.75
1328.457,0.2,48.75
1329.458,0.2,48.75
1330.459,0.2,48.75
1331.46,0.2,48.75
1332.461,0.2,48.75
1333.462,0.2,48.75
1334.463,0.2,48.75
1335.464,0.2,48.75
1336.465,0.2,48.75
1337.466,0.2,48.75
1338.467,0.2,48.75
1339.468,0.2,48.75
1340.469,0.2,48.75
1341.47,0.2,48.75
1342.471,0.2,48.75
1343.472,0.2,48.75
1344.473,0.2,48.75
1345.474,0.2,48.75
1346.475,0.2,48.75
1347.476,0.1876875,49
1348.477,0.2,48.75
1349.478,0.2,48.75
1350.479,0.2,48.75
1351.48,0.1876875,49
1352.481,0.2,48.75
1353.482,0.1876875,49
1354.483,0.2,48.75
1355.484,0.2,48.75
1356.485,0.2,48.75
1357.486,0.1876875,49
1358.487,0.1876875,49
1359.488,0.1876875,49
1360.489,0.1876875,49
1361.49,0.1876875,49
1362.491,0.1876875,49
1363.492,0.2,48.75
1364.493,0.1876875,49
1365.494,0.1876875,49
1366.495,0.1876875,49
1367.496,0.1876875,49
1368.497,0.1876875,49
1369.498,0.1876875,49
1370.499,0.1876875,49
1371.5,0.1876875,49
1372.501,0.1876875,49
1373.502,0.1876875,49
1374.503,0.1876875,49
1375.504,0.1876875,49
1376.505,0.1876875,49
1377.506,0.1876875,49
1378.507,0.1876875,49
1379.508,0.1876875,49
1380.509,0.1876875,49
1381.51,0.1876875,49
1382.511,0.1876875,49
1383.512,0.1876875,49
1384.513,0.1876875,49
1385.514,0.1876875,49
1386.515,0.1876875,49
1387.516,0.1876875,49
1388.517,0.1876875,49
1389.518,0.1876875,49
1390.519,0.1876875,49
1391.52,0.1876875,49
1392.521,0.1876875,49
1393.522,0.1876875,49
1394.523,0.1876875,49
1395.524,0.1876875,49
1396.525,0.162675,49.25
1397.526,0.175175,49
1398.527,0.1501625,49.25
1399.528,0.13765,49.25
1400.529,0.1251375,49.25
1401.53,0.1376375,49
1402.531,0.112625,49.25
1403.532,0.1001125,49.25
1404.533,0.0876,49.25
1405.534,0.0750875,49.25
1406.535,0.062575,49.25
1407.536,0.0500625,49.25
1408.537,0.03755,49.25
1409.538,0.0250375,49.25
1410.539,0.012525,49.25
1411.54,1.25E-05,49.25
1412.541,0,49.25
1413.542,0,49.25
1414.543,0,49.25
1415.544,0,49.25
1416.545,0,49.25
1417.546,0,49.25
1418.547,0,49.25
1419.548,0,49.25
1420.549,0,49.25
1421.55,0,49.25
1422.551,0,49.25
1423.552,0,49.25
1424.553,0,49.25
1425.554,0,49.25
1426.555,0,49.25
1427.556,0,49.25
1428.557,0,49.25
1429.558,0,49.25
1430.559,0,49.25
1431.56,0,49.5
1432.561,0,49.5
1433.562,0,49.25
1434.563,0,49.5
1435.564,0,49.5
1436.565,0,49.5
1437.566,0,49.5
1438.567,0,49.5
1439.568,0,49.5
1440.569,0,49.5
1441.57,0,49.5
1442.571,0,49.5
1443.572,0,49.5
1444.573,0,49.5
1445.574,0,49.5
1446.575,0,49.5
1447.576,0,49.5
1448.577,0,49.5
1449.578,0,49.5
1450.579,0,49.5
1451.58,0,49.5
1452.581,0,49.5
1453.582,0,49.5
1454.583,0,49.5
1455.584,0,49.5
1456.585,0,49.5
1457.586,0,49.5
1458.587,0,49.75
1459.588,0,49.5
1460.589,0,49.5
1461.59,0,49.5
1462.591,0,49.75
1463.592,0,49.75
1464.593,0,49.5
1465.594,0,49.5
1466.595,0,49.75
1467.596,0,49.75
1468.597,0,49.75
1469.598,0,49.75
1470.599,0,49.75
1471.6,0,49.75
1472.601,0,49.75
1473.602,0,49.75
1474.603,0,49.75
1475.604,0,49.75
1476.605,0,49.75
1477.606,0,49.75
1478.607,0,49.75
1479.608,0,49.75
1480.609,0,49.75
1481.61,0,49.75
1482.611,0,49.75
1483.612,0,49.75
1484.613,0,49.75
1485.614,0,49.75
1486.615,0,49.75
1487.616,0,49.75
1488.617,0,49.75
1489.618,0,49.75
1490.619,0,49.75
1491.62,0,49.75
1492.621,0,49.75
1493.622,0,49.75
1494.623,0,49.75
1495.624,0,49.75
1496.625,0,50
1497.626,0,49.75
1498.627,0,49.75
1499.628,0,49.75
1500.629,0,49.75
1501.63,0,49.75
1502.631,0,49.75
1503.632,0,49.75
1504.633,0,50
1505.634,0,50
1506.635,0,50
1507.636,0,50
1508.637,0,50
1509.638,0,50
1510.639,0,50
1511.64,0,50
1512.641,0,50
1513.642,0,50
1514.643,0,50
1515.644,0,50
1516.645,0,50
1517.646,0,50
1518.647,0,50
1519.648,0,50
1520.649,0,50
1521.65,0,50
1522.651,0,50
1523.652,0,50
1524.653,0,50
1525.654,0,50
1526.655,0,50
1527.656,0,50
1528.657,0,50
1529.658,0,50
1530.659,0,50
1531.66,0,50
1532.661,0,50
1533.662,0,50
1534.663,0,50
1535.664,0,50
1536.665,0,50
1537.666,0,50
1538.667,0,50
1539.668,0,50
1540.669,0,50
1541.67,0,50
1542.671,0,50
1543.672,0,50
1544.673,0,50
1545.674,0,50
1546.675,0,50
1547.676,0,50
1548.677,0,50
1549.678,0,50
1550.679,0,50
1551.68,0,50
1552.681,0,50
1553.682,0,50
1554.683,0,50
1555.684,0,50
1556.685,0,50.25
1557.686,0,50
1558.687,0,50
1559.688,0,50
1560.689,0,50.25
1561.69,0,50.25
1562.691,0,50
1563.692,0,50.25
1564.693,0,50
1565.694,0,50.25
1566.695,0,50
1567.696,0,50
1568.697,0,50.25
1569.698,0,50
1570.699,0,50
1571.7,0,50
1572.701,0,50.25
1573.702,0,50
1574.703,0,50.25
1575.704,0,50
1576.705,0,50.25
1577.706,0,50.25
1578.707,0,50
1579.708,0,50.25
1580.709,0,50.25
1581.71,0,50
1582.711,0,50
1583.712,0,50.25
1584.713,0,50
1585.714,0,50.25
1586.715,0,50.25
1587.716,0,50
1588.717,0,50.25
1589.718,0,50.25
1590.719,0,50.25
1591.72,0,50
1592.721,0,50.25
1593.722,0,50.25
1594.723,0,50
1595.724,0,50
1596.725,0,50.25
1597.726,0,50.25
1598.727,0,50.25
1599.728,0,50
1600.729,0,50.25
1601.73,0,50.25
1602.731,0,50.25
1603.732,0,50
1604.733,0,50
1605.734,0,50.25
1606.735,0,50.25
1607.736,0,50.25
1608.737,0,50.25
1609.738,0,50.25
1610.739,0,50
1611.74,0,50.25
1612.741,0,50
1613.742,0,50.25
1614.743,0,50.25
1615.744,0,50.25
1616.745,0,50.25
1617.746,0,50
1618.747,0,50.25
1619.748,0,50
1620.749,0,50.25
1621.75,0,50.25
1622.751,0,50.25
1623.752,0,50.25
1624.753,0,50.25
1625.754,0,50.25
1626.755,0,50.25
1627.756,0,50.25
1628.757,0,50.25
1629.758,0,50.25
1630.759,0,50.25
1631.76,0,50.25
1632.761,0,50
1633.762,0,50.25
1634.763,0,50.25
1635.764,0,50
1636.765,0,50.25
1637.766,0,50.25
1638.767,0,50.25
1639.768,0,50
1640.769,0,50.25
1641.77,0,50.25
1642.771,0,50.25
1643.772,0,50.25
1644.773,0,50.25
1645.774,0,50.25
1646.775,0,50.25
1647.776,0,50.25
1648.777,0,50.25
1649.778,0,50.25
1650.779,0,50
1651.78,0,50
1652.781,0,50.25
1653.782,0,50.25
1654.783,0,50.25
1655.784,0,50
1656.785,0,50
1657.786,0,50
1658.787,0,50
1659.788,0,50
1660.789,0,50.25
1661.79,0,50.25
1662.791,0,50.25
1663.792,0,50.25
1664.793,0,50.25
1665.794,0,50
1666.795,0,50
1667.796,0,50.25
1668.797,0,50
1669.798,0,50.25
1670.799,0,50.25
1671.8,0,50
1672.801,0,50
1673.802,0,50
1674.803,0,50
1675.804,0,50
1676.805,0,50
1677.806,0,50.25
1678.807,0,50
1679.808,0,50.25
1680.809,0,50
1681.81,0,50
1682.811,0,50
1683.812,0,50.25
1684.813,0,50.25
1685.814,0,50.25
1686.815,0,50
1687.816,0,50
1688.817,0,50
1689.818,0,50
1690.819,0,50
1691.82,0,50.25
1692.821,0,50
1693.822,0,50
1694.823,0,50
1695.824,0,50
1696.825,0,50.25
1697.826,0,50
1698.827,0,50
1699.828,0,50
1700.829,0,50
1701.83,0,50
1702.831,0,50
1703.832,0,50
1704.833,0,50
1705.834,0,50
1706.835,0,50
1707.836,0,50
1708.837,0,50
1709.838,0,50
1710.839,0,50.25
1711.84,0,50
1712.841,0,50
1713.842,0,50
1714.843,0,50
1715.844,0,50
1716.845,0,50
1717.846,0,50
1718.847,0,50
1719.848,0,50
1720.849,0,50
1721.85,0,50
1722.851,0,50
1723.852,0,50
1724.853,0,50
1725.854,0,50
1726.855,0,50
1727.856,0,50
1728.857,0,50
1729.858,0,50
1730.859,0,50
1731.86,0,50
1732.861,0,50
1733.862,0,50
1734.863,0,50
1735.864,0,50
1736.865,0,50
1737.866,0,50
1738.867,0,50
1739.868,0,50
1740.869,0,50
1741.87,0,50
1742.871,0,50
1743.872,0,50
1744.873,0,50
1745.874,0,50
1746.875,0,50
1747.876,0,50
1748.877,0,50
1749.878,0,50
1750.879,0,50
1751.88,0,50
1752.881,0,50
1753.882,0,50
1754.883,0,50
1755.884,0,50
1756.885,0,50
1757.886,0,50
1758.887,0,50
1759.888,0,50
1760.889,0,50
1761.89,0,50
1762.891,0,50
1763.892,0,50
1764.893,0,50
1765.894,0,50
1766.895,0,50
1767.896,0,50
1768.897,0,50
1769.898,0,50
1770.899,0,50
1771.9,0,50
1772.901,0,50
1773.902,0,50
1774.903,0,50
1775.904,0,50
1776.905,0,49.75
1777.906,0,50
1778.907,0,50
1779.908,0,50
1780.909,0,50
1781.91,0,50
1782.911,0,50
1783.912,0,50
1784.913,0,50
1785.914,0,50
1786.915,0,50
1787.916,0,50
1788.917,0,50
1789.918,0,50
1790.919,0,50
1791.92,0,50
1792.921,0,50
1793.922,0,50
1794.923,0,50
1795.924,0,50
1796.925,0,50
1797.926,0,50
1798.927,0,49.75
1799.928,0,50
1800.929,0,49.75
1801.93,0,49.75
1802.931,0,49.75
1803.932,0,50
1804.933,0,50
1805.934,0,50
1806.935,0,49.75
1807.936,0,49.75
1808.937,0,50
1809.938,0,50
1810.939,0,50
1811.94,0,50
1812.941,0,49.75
1813.942,0,49.75
1814.943,0,50
1815.944,0,49.75
1816.945,0,49.75
1817.946,0,50
1818.947,0,49.75
1819.948,0,49.75
1820.949,0,49.75
1821.95,0,50
1822.951,0,49.75
1823.952,0,49.75
1824.953,0,50
1825.954,0,50
1826.955,0,49.75
1827.956,0,49.75
1828.957,0,49.75
1829.958,0,49.75
1830.959,0,49.75
1831.96,0,49.75
1832.961,0,49.75
1833.962,0,49.75
1834.963,0,49.75
1835.964,0,49.75
1836.965,0,49.75
1837.966,0,49.75
1838.967,0,49.75
1839.968,0,49.75
1840.969,0,49.75
1841.97,0,49.75
1842.971,0,49.75
1843.972,0,49.75
1844.973,0,49.75
1845.974,0,49.75
1846.975,0,49.75
1847.976,0,49.75
1848.977,0,49.75
1849.978,0,49.75
1850.979,0,49.75
1851.98,0,49.75
1852.981,0,49.75
1853.982,0,49.75
1854.983,0,49.75
1855.984,0,49.75
1856.985,0,49.75
1857.986,0,49.75
1858.987,0,49.75
1859.988,0,49.75
1860.989,0,49.75
1861.99,0,49.75
1862.991,0,49.75
1863.992,0,49.75
1864.993,0,49.75
1865.994,0,49.75
1866.995,0,49.75
1867.996,0,49.75
1868.997,0,49.75
1869.998,0,49.75
1870.999,0,49.75
1872,0,49.75
1873.001,0,49.75
1874.002,0,49.75
1875.003,0,49.75
1876.004,0,49.75
1877.005,0,49.75
1878.006,0,49.75
1879.007,0,49.75
1880.008,0,49.75
1881.009,0,49.75
1882.01,0,49.75
1883.011,0,49.75
1884.012,0,49.75
1885.013,0,49.75
1886.014,0,49.75
1887.015,0,49.75
1888.016,0,49.75
1889.017,0,49.75
1890.018,0,49.75
1891.019,0,49.75
1892.02,0,49.75
1893.021,0,49.75
1894.022,0,49.75
1895.023,0,49.5
1896.024,0,49.75
1897.025,0,49.75
1898.026,0,49.75
1899.027,0,49.5
1900.028,0,49.75
1901.029,0,49.75
1902.03,0,49.75
1903.031,0,49.75
1904.032,0,49.75
1905.033,0,49.75
1906.034,0,49.75
1907.035,0,49.75
1908.036,0,49.5
1909.037,0,49.75
1910.038,0,49.5
1911.039,0,49.75
1912.04,0,49.75
1913.041,0,49.5
1914.042,0,49.5
1915.043,0,49.5
1916.044,0,49.5
1917.045,0,49.5
1918.046,0,49.5
1919.047,0,49.75
1920.048,0,49.75
1921.049,0,49.5
1922.05,0,49.5
1923.051,0,49.75
1924.052,0,49.75
1925.053,0,49.5
1926.054,0,49.5
1927.055,0,49.75
1928.056,0,49.5
1929.057,0,49.75
1930.058,0,49.5
1931.059,0,49.5
1932.06,0,49.75
1933.061,0,49.5
1934.062,0,49.5
1935.063,0,49.75
1936.064,0,49.5
1937.065,0,49.5
1938.066,0,49.5
1939.067,0,49.5
1940.068,0,49.5
1941.069,0,49.5
1942.07,0,49.5
1943.071,0,49.5
1944.072,0,49.5
1945.073,0,49.5
1946.074,0,49.5
1947.075,0,49.5
1948.076,0,49.5
1949.077,0,49.5
1950.078,0,49.5
1951.079,0,49.5
1952.08,0,49.5
1953.081,0,49.5
1954.082,0,49.5
1955.083,0,49.5
1956.084,0,49.5
1957.085,0,49.5
1958.086,0,49.5
1959.087,0,49.5
1960.088,0,49.5
1961.089,0,49.5
1962.09,0,49.5
1963.091,0,49.5
1964.092,0,49.5
1965.093,0,49.5
1966.094,0,49.5
1967.095,0,49.5
1968.096,0,49.5
1969.097,0,49.5
1970.098,0,49.5
1971.099,0,49.5
1972.1,0,49.5
1973.101,0,49.5
1974.102,0,49.5
1975.103,0,49.5
1976.104,0,49.5
1977.105,0,49.5
1978.106,0,49.5
1979.107,0,49.5
1980.108,0,49.5
1981.109,0,49.5
1982.11,0,49.5
1983.111,0,49.5
1984.112,0,49.5
1985.113,0,49.5
1986.114,0,49.5
1987.115,0,49.5
1988.116,0,49.5
1989.117,0,49.5
1990.118,0,49.5
1991.119,0,49.5
1992.12,0,49.5
1993.121,0,49.5
1994.122,0,49.5
1995.123,0,49.5
1996.124,0,49.5
1997.125,0,49.5
1998.126,0,49.5
1999.127,0,49.5
2000.128,0,49.5
2001.129,0,49.5
2002.13,0,49.5
2003.131,0,49.5
2004.132,0,49.25
2005.133,0,49.5
2006.134,0,49.25
2007.135,0,49.5
2008.136,0,49.25
2009.137,0,49.5
2010.138,0,49.25
2011.139,0,49.5
2012.14,0,49.5
2013.141,0,49.5
2014.142,0,49.5
2015.143,0,49.5
2016.144,0,49.5
2017.145,0,49.25
2018.146,0,49.25
2019.147,0,49.5
2020.148,0,49.25
2021.149,0,49.25
2022.15,0,49.25
2023.151,0,49.25
2024.152,0,49.5
2025.153,0,49.5
2026.154,0,49.5
2027.155,0,49.25
2028.156,0,49.5
2029.157,0,49.5
2030.158,0,49.5
2031.159,0,49.25
2032.16,0,49.25
2033.161,0,49.25
2034.162,0,49.25
2035.163,0,49.25
2036.164,0,49.25
2037.165,0,49.5
2038.166,0,49.25
2039.167,0,49.25
2040.168,0,49.25
2041.169,0,49.25
2042.17,0,49.25
2043.171,0,49.25
2044.172,0,49.25
2045.173,0,49.25
2046.174,0,49.25
2047.175,0,49.25
2048.176,0,49.25
2049.177,0,49.5
2050.178,0,49.25
2051.179,0,49.25
2052.18,0,49.25
2053.181,0,49.25
2054.182,0,49.25
2055.183,0,49.25
2056.184,0,49.25
2057.185,0,49.25
2058.186,0,49.25
2059.187,0,49.25
2060.188,0,49.25
2061.189,0,49.25
2062.19,0,49.25
2063.191,0,49.25
2064.192,0,49.25
2065.193,0,49.25
2066.194,0,49.25
2067.195,0,49.25
2068.196,0,49.25
2069.197,0,49.25
2070.198,0,49.25
2071.199,0,49.25
2072.2,0,49.25
2073.201,0,49.25
2074.202,0,49.25
2075.203,0,49.25
2076.204,0,49.25
2077.205,0,49.25
2078.206,0,49.25
2079.207,0,49.25
2080.208,0,49.25
2081.209,0,49.25
2082.21,0,49.25
2083.211,0,49.25
2084.212,0,49.25
2085.213,0,49.25
2086.214,0,49.25
2087.215,0,49.25
2088.216,0,49.25
2089.217,0,49.25
2090.218,0,49.25
2091.219,0,49.25
2092.22,0,49.25
2093.221,0,49.25
2094.222,0,49.25
2095.223,0,49.25
2096.224,0,49.25
2097.225,0,49.25
2098.226,0,49.25
2099.227,0,49.25
2100.228,0,49.25
2101.229,0,49.25
2102.23,0,49.25
2103.231,0,49.25
2104.232,0,49.25
2105.233,0,49.25
2106.234,0,49.25
2107.235,0,49.25
2108.236,0,49.25
2109.237,0,49.25
2110.238,2.22E-16,49
2111.239,0,49.25
2112.24,2.22E-16,49
2113.241,0,49.25
2114.242,0,49.25
2115.243,2.22E-16,49
2116.244,0,49.25
2117.245,0,49.25
2118.246,0,49.25
2119.247,0,49.25
2120.248,0,49.25
2121.249,0,49.25
2122.25,0,49.25
2123.251,2.22E-16,49
2124.252,0,49.25
2125.253,0,49.25
2126.254,0,49.25
2127.255,0,49.25
2128.256,0,49.25
2129.257,2.22E-16,49
2130.258,2.22E-16,49
2131.259,0,49.25
2132.26,0,49.25
2133.261,0,49.25
2134.262,2.22E-16,49
2135.263,2.22E-16,49
2136.264,0,49.25
2137.265,0,49.25
2138.266,0,49.25
2139.267,2.22E-16,49
2140.268,2.22E-16,49
2141.269,2.22E-16,49
2142.27,2.22E-16,49
2143.271,0,49.25
2144.272,2.22E-16,49
2145.273,2.22E-16,49
2146.274,2.22E-16,49
2147.275,2.22E-16,49
2148.276,0,49.25
2149.277,2.22E-16,49
2150.278,2.22E-16,49
2151.279,2.22E-16,49
2152.28,2.22E-16,49
2153.281,2.22E-16,49
2154.282,2.22E-16,49
