Time (s),Heater Duty Cycle,Temperature (C)
2495.622,0,52.75
2496.623,0,52.5
2497.624,0,52.75
2498.625,0,52.75
2499.626,0,52.75
2500.627,0,52.75
2501.628,0,52.75
2502.629,0,52.75
2503.63,0,52.75
2504.631,0,52.75
2505.632,0,52.75
2506.633,0,52.75
2507.634,0,52.75
2508.635,0,52.75
2509.636,0,52.75
2510.637,0,52.75
2511.638,0,52.75
2512.639,0,52.75
2513.64,0,52.75
2514.641,0,52.75
2515.642,0,52.75
2516.643,0,52.75
2517.644,0,52.75
2518.645,0,52.75
2519.646,0,52.75
2520.647,0,52.75
2521.648,0,52.75
2522.649,0,52.75
2523.65,0,52.75
2524.651,0,52.75
2525.652,0,52.75
2526.653,0,52.75
2527.654,0,52.75
2528.655,0,52.75
2529.656,0,52.75
2530.657,0,52.75
2531.658,0,52.75
2532.659,0,52.75
2533.66,0,52.75
2534.661,0,52.75
2535.662,0,52.75
2536.663,0,53
2537.664,0,52.75
2538.665,0,52.75
2539.666,0,52.75
2540.667,0,53
2541.668,0,52.75
2542.669,0,52.75
2543.67,0,53
2544.671,0,53
2545.672,0,53
2546.673,0,53
2547.674,0,52.75
2548.675,0,53
2549.676,0,53
2550.677,0,52.75
2551.678,0,53
2552.679,0,53
2553.68,0,53
2554.681,0,53
2555.682,0,53
2556.683,0,53
2557.684,0,53
2558.685,0,53
2559.686,0,53
2560.687,0,53
2561.688,0,52.75
2562.689,0,53
2563.69,0,53
2564.691,0,53
2565.692,0,53
2566.693,0,53
2567.694,0,53
2568.695,0,53
2569.696,0,53
2570.697,0,53
2571.698,0,53
2572.699,0,53
2573.7,0,53
2574.701,0,53
2575.702,0,53
2576.703,0,53
2577.704,0,53
2578.705,0,53
2579.706,0,53
2580.707,0,53
2581.708,0,53
2582.709,0,53
2583.71,0,53
2584.711,0,53
2585.712,0,53
2586.713,0,53
2587.714,0,53
2588.715,0,53
2589.716,0,53
2590.717,0,53
2591.718,0,53
2592.719,0,53
2593.72,0,53
2594.721,0,53
2595.722,0,53
2596.723,0,53
2597.724,0,53
2598.725,0,53
2599.726,0,53
2600.727,0,53
2601.728,0,53
2602.729,0,53
2603.73,0,53
2604.731,0,53
2605.732,0,53.25
2606.733,0,53
2607.734,0,53
2608.735,0,53
2609.736,0,53
2610.737,0,53
2611.738,0,53
2612.739,0,53
2613.74,0,53
2614.741,0,53
2615.742,0,53
2616.743,0,53
2617.744,0,53
2618.745,0,53
2619.746,0,53
2620.747,0,53
2621.748,0,53.25
2622.749,0,53
2623.75,0,53
2624.751,0,53
2625.752,0,53
2626.753,0,53
2627.754,0,53
2628.755,0,53
2629.756,0,53
2630.757,0,53
2631.758,0,53
2632.759,0,53
2633.76,0,53.25
2634.761,0,53
2635.762,0,53
2636.763,0,53.25
2637.764,0,53.25
2638.765,0,53
2639.766,0,53
2640.767,0,53
2641.768,0,53.25
2642.769,0,53.25
2643.77,0,53
2644.771,0,53
2645.772,0,53.25
2646.773,0,53
2647.774,0,53
2648.775,0,53
2649.776,0,53
2650.777,0,53
2651.778,0,53
2652.779,0,53
2653.78,0,53
2654.781,0,53
2655.782,0,53
2656.783,0,53.25
2657.784,0,53
2658.785,0,53.25
2659.786,0,53
2660.787,0,53
2661.788,0,53.25
2662.789,0,53
2663.79,0,53
2664.791,0,53
2665.792,0,53
2666.793,0,53.25
2667.794,0,53
2668.795,0,53
2669.796,0,53
2670.797,0,53
2671.798,0,53
2672.799,0,53
2673.8,0,53
2674.801,0,53
2675.802,0,53
2676.803,0,53
2677.804,0,53
2678.805,0,53
2679.806,0,53
2680.807,0,53
2681.808,0,53
2682.809,0,53
2683.81,0,53.25
2684.811,0,53
2685.812,0,53
2686.813,0,53
2687.814,0,53
2688.815,0,53
2689.816,0,53
2690.817,0,53
2691.818,0,53
2692.819,0,53
2693.82,0,53
2694.821,0,53
2695.822,0,53
2696.823,0,53
2697.824,0,53
2698.825,0,53
2699.826,0,53
2700.827,0,53
2701.828,0,53
2702.829,0,53
2703.83,0,53
2704.831,0,53
2705.832,0,53
2706.833,0,53
2707.834,0,53
2708.835,0,53
2709.836,0,53
2710.837,0,53
2711.838,0,53
2712.839,0,53
2713.84,0,53
2714.841,0,53
2715.842,0,53
2716.843,0,53
2717.844,0,53
2718.845,0,53
2719.846,0,53
2720.847,0,53
2721.848,0,53
2722.849,0,53
2723.85,0,53
2724.851,0,53
2725.852,0,53
2726.853,0,53
2727.854,0,53
2728.855,0,53
2729.856,0,53
2730.857,0,53
2731.858,0,53
2732.859,0,53
2733.86,0,53
2734.861,0,53
2735.862,0,53
2736.863,0,53
2737.864,0,53
2738.865,0,53
2739.866,0,53
2740.867,0,53
2741.868,0,53
2742.869,0,53
2743.87,0,53
2744.871,0,53
2745.872,0,53
2746.873,0,53
2747.874,0,53
2748.875,0,52.75
2749.876,0,53
2750.877,0,53
2751.878,0,53
2752.879,0,53
2753.88,0,53
2754.881,0,53
2755.882,0,53
2756.883,0,53
2757.884,0,53
2758.885,0,53
2759.886,0,53
2760.887,0,53
2761.888,0,53
2762.889,0,53
2763.89,0,53
2764.891,0,53
2765.892,0,53
2766.893,0,53
2767.894,0,53
2768.895,0,52.75
2769.896,0,53
2770.897,0,53
2771.898,0,53
2772.899,0,53
2773.9,0,52.75
2774.901,0,53
2775.902,0,53
2776.903,0,53
2777.904,0,53
2778.905,0,53
2779.906,0,53
2780.907,0,53
2781.908,0,52.75
2782.909,0,53
2783.91,0,52.75
2784.911,0,52.75
2785.912,0,52.75
2786.913,0,52.75
2787.914,0,53
2788.915,0,52.75
2789.916,0,52.75
2790.917,0,52.75
2791.918,0,52.75
2792.919,0,52.75
2793.92,0,52.75
2794.921,0,53
2795.922,0,52.75
2796.923,0,52.75
2797.924,0,52.75
2798.925,0,52.75
2799.926,0.2,52.75
2800.927,0.2,52.75
2801.928,0.2,52.75
2802.929,0.2,53
2803.93,0.2,52.75
2804.931,0.2,52.75
2805.932,0.2,52.75
2806.933,0.2,52.75
2807.934,0.2,52.75
2808.935,0.2,52.75
2809.936,0.2,52.75
2810.937,0.2,52.75
2811.938,0.2,52.75
2812.939,0.2,52.75
2813.94,0.2,52.75
2814.941,0.2,52.75
2815.942,0.2,52.75
2816.943,0.2,52.75
2817.944,0.2,52.75
2818.945,0.2,52.75
2819.946,0.2,52.75
2820.947,0,52.75
2821.948,0,52.75
2822.949,0,52.75
2823.95,0,52.75
2824.951,0,52.75
2825.952,0,52.75
2826.953,0,52.75
2827.954,0,52.75
2828.955,0,52.75
2829.956,0,52.75
2830.957,0,52.75
2831.958,0,52.75
2832.959,0,52.75
2833.96,0,52.75
2834.961,0,52.75
2835.962,0,52.75
2836.963,0,52.75
2837.964,0,52.75
2838.965,0,52.75
2839.966,0,52.75
2840.967,0,52.75
2841.968,0,52.75
2842.969,0,52.75
2843.97,0,52.75
2844.971,0,52.75
2845.972,0,52.75
2846.973,0,52.75
2847.974,0,52.75
2848.975,0,52.75
2849.976,0,52.75
2850.977,0,52.75
2851.978,0,52.75
2852.979,0,52.75
2853.98,0,52.75
2854.981,0,52.75
2855.982,0,52.75
2856.983,0,52.75
2857.984,0,52.75
2858.985,0,52.75
2859.986,0,52.75
2860.987,0,52.75
2861.988,0,52.75
2862.989,0,52.75
2863.99,0,52.75
2864.991,0,52.75
2865.992,0,52.5
2866.993,0,52.75
2867.994,0,52.75
2868.995,0,52.75
2869.996,0,52.75
2870.997,0,52.75
2871.998,0,52.75
2872.999,0,52.5
2874,0,52.5
2875.001,0,52.75
2876.002,0,52.5
2877.003,0,52.5
2878.004,0,52.75
2879.005,0,52.5
2880.006,0,52.75
2881.007,0,52.5
2882.008,0.2,52.5
2883.009,0.2,52.75
2884.01,0.2,52.5
2885.011,0.2,52.5
2886.012,0.2,52.5
2887.013,0.2,52.5
2888.014,0.2,52.75
2889.015,0.2,52.5
2890.016,0.2,52.5
2891.017,0.2,52.5
2892.018,0.2,52.5
2893.019,0.2,52.75
2894.02,0.2,52.5
2895.021,0.2,52.75
2896.022,0.2,52.5
2897.023,0.2,52.5
2898.024,0.2,52.5
2899.025,0.2,52.5
2900.026,0.2,52.5
2901.027,0.2,52.5
2902.028,0.2,52.75
2903.029,0.2,52.5
2904.03,0.2,52.5
2905.031,0.2,52.5
2906.032,0.2,52.5
2907.033,0.2,52.5
2908.034,0.2,52.5
2909.035,0.2,52.5
2910.036,0.2,52.5
2911.037,0.2,52.5
2912.038,0.2,52.5
2913.039,0.2,52.75
2914.04,0.2,52.5
2915.041,0.2,52.5
2916.042,0.2,52.75
2917.043,0.2,52.5
2918.044,0.2,52.5
2919.045,0.2,52.5
2920.046,0.2,52.5
2921.047,0.2,52.5
2922.048,0.2,52.5
2923.049,0.2,52.5
2924.05,0.2,52.5
2925.051,0.2,52.75
2926.052,0.2,52.5
2927.053,0.2,52.5
2928.054,0.2,52.5
2929.055,0.2,52.5
2930.056,0.2,52.75
2931.057,0,52.5
2932.058,0,52.5
2933.059,0,52.75
2934.06,0,52.5
2935.061,0,52.5
2936.062,0,52.5
2937.063,0,52.5
2938.064,0,52.75
2939.065,0,52.5
2940.066,0,52.5
2941.067,0,52.5
2942.068,0,52.5
2943.069,0,52.5
2944.07,0,52.5
2945.071,0,52.5
2946.072,0,52.75
2947.073,0,52.5
2948.074,0,52.5
2949.075,0,52.75
2950.076,0,52.5
2951.077,0,52.5
2952.078,0,52.75
2953.079,0,52.75
2954.08,0,52.5
2955.081,0,52.5
2956.082,0,52.5
2957.083,0,52.75
2958.084,0,52.5
2959.085,0,52.5
2960.086,0,52.5
2961.087,0,52.75
2962.088,0,52.75
2963.089,0,52.75
2964.09,0,52.75
2965.091,0,52.75
2966.092,0,52.5
2967.093,0,52.75
2968.094,0,52.75
2969.095,0,52.75
2970.096,0,52.5
2971.097,0,52.75
2972.098,0,52.5
2973.099,0,52.75
2974.1,0,52.75
2975.101,0,52.75
2976.102,0,52.75
2977.103,0,52.5
2978.104,0,52.75
2979.105,0,52.75
2980.106,0,52.75
2981.107,0,52.75
2982.108,0,52.75
2983.109,0,52.75
2984.11,0,52.75
2985.111,0,52.75
2986.112,0,52.75
2987.113,0,52.75
2988.114,0,52.75
2989.115,0,52.5
2990.116,0,52.75
2991.117,0,52.75
2992.118,0,52.75
2993.119,0,52.75
2994.12,0,52.75
2995.121,0,52.75
2996.122,0,52.75
2997.123,0,52.75
2998.124,0,52.75
2999.125,0,52.75
3000.126,0,52.75
3001.127,0,52.75
3002.128,0,52.75
3003.129,0,52.75
3004.13,0,52.75
3005.131,0,52.75
3006.132,0,52.75
3007.133,0,52.75
3008.134,0,52.75
3009.135,0,52.75
3010.136,0,52.75
3011.137,0,52.75
3012.138,0,52.75
3013.139,0,52.75
3014.14,0,52.75
3015.141,0,52.75
3016.142,0,52.75
3017.143,0,52.75
3018.144,0,52.75
3019.145,0,52.75
3020.146,0,52.75
3021.147,0,52.75
3022.148,0,52.75
3023.149,0,52.75
3024.15,0,52.75
3025.151,0,52.75
3026.152,0,52.75
3027.153,0,52.75
3028.154,0,52.75
3029.155,0,52.75
3030.156,0,52.75
3031.157,0,52.75
3032.158,0,52.75
3033.159,0,52.75
3034.16,0,52.75
3035.161,0,52.75
3036.162,0,52.75
3037.163,0,52.75
3038.164,0,52.75
3039.165,0,52.75
3040.166,0,52.75
3041.167,0,52.75
3042.168,0,52.75
3043.169,0,52.75
3044.17,0,52.75
3045.171,0,52.75
3046.172,0,52.75
3047.173,0,52.75
3048.174,0,52.75
3049.175,0,52.75
3050.176,0,52.75
3051.177,0,52.75
3052.178,0,52.75
3053.179,0,52.75
3054.18,0,52.75
3055.181,0,52.75
3056.182,0,52.75
3057.183,0,52.75
3058.184,0,52.75
3059.185,0,52.75
3060.186,0,52.75
3061.187,0,52.75
3062.188,0,52.75
3063.189,0,52.75
3064.19,0,52.75
3065.191,0,52.75
3066.192,0,52.75
3067.193,0,52.75
3068.194,0,52.75
3069.195,0.2,52.75
3070.196,0.2,52.75
3071.197,0.2,52.75
3072.198,0.2,52.75
3073.199,0.2,52.75
3074.2,0.2,52.75
3075.201,0.2,52.75
3076.202,0.2,52.75
3077.203,0.2,52.75
3078.204,0.2,52.75
3079.205,0.2,52.75
3080.206,0.2,52.75
3081.207,0.2,52.75
3082.208,0.2,52.75
3083.209,0.2,52.75
3084.21,0.2,52.75
3085.211,0.2,52.75
3086.212,0.2,52.75
3087.213,0.2,52.75
3088.214,0.2,52.75
3089.215,0.2,52.75
3090.216,0.2,52.75
3091.217,0.2,52.75
3092.218,0.2,52.75
3093.219,0.2,52.75
3094.22,0.2,52.75
3095.221,0.2,52.75
3096.222,0.2,52.75
3097.223,0.2,52.75
3098.224,0.2,52.75
3099.225,0.2,52.75
3100.226,0.2,52.75
3101.227,0.2,52.75
3102.228,0.2,52.75
3103.229,0.2,52.75
3104.23,0.2,52.75
3105.231,0.2,52.75
3106.232,0.2,52.75
3107.233,0.2,52.75
3108.234,0.2,52.75
3109.235,0.2,52.75
3110.236,0.2,52.75
3111.237,0.2,52.75
3112.238,0.2,52.75
3113.239,0.2,52.75
3114.24,0,52.75
3115.241,0,52.75
3116.242,0,52.75
3117.243,0,52.75
3118.244,0,52.75
3119.245,0,52.75
3120.246,0,52.75
3121.247,0,52.75
3122.248,0,52.75
3123.249,0,52.75
3124.25,0,52.75
3125.251,0,52.75
3126.252,0,52.75
3127.253,0,52.75
3128.254,0,52.75
3129.255,0,52.75
3130.256,0,52.75
3131.257,0,52.75
3132.258,0,52.75
3133.259,0,52.75
3134.26,0,52.75
3135.261,0,52.75
3136.262,0,52.75
3137.263,0,52.75
3138.264,0,52.75
3139.265,0,52.75
3140.266,0,52.75
3141.267,0,52.75
3142.268,0,52.75
3143.269,0,52.75
3144.27,0,52.75
3145.271,0,52.75
3146.272,0,52.75
3147.273,0,52.75
3148.274,0,52.75
3149.275,0,52.75
3150.276,0,52.75
3151.277,0,52.75
3152.278,0,52.75
3153.279,0,52.75
3154.28,0,53
3155.281,0,52.75
3156.282,0,52.75
3157.283,0,52.75
3158.284,0,52.75
3159.285,0,52.75
3160.286,0,52.75
3161.287,0,52.75
3162.288,0,53
3163.289,0,52.75
3164.29,0,53
3165.291,0,52.75
3166.292,0,52.75
3167.293,0,52.75
3168.294,0,52.75
3169.295,0,53
3170.296,0,53
3171.297,0,53
3172.298,0,53
3173.299,0,52.75
3174.3,0,52.75
3175.301,0,53
3176.302,0,52.75
3177.303,0,53
3178.304,0,53
3179.305,0,53
3180.306,0,52.75
3181.307,0,53
3182.308,0,53
3183.309,0,53
3184.31,0,53
3185.311,0,53
3186.312,0,53
3187.313,0,53
3188.314,0,53
3189.315,0,53
3190.316,0,53
3191.317,0,53
3192.318,0,53
3193.319,0,53
3194.32,0,53
3195.321,0,53
3196.322,0,52.75
3197.323,0,53
3198.324,0,53
3199.325,0,53
3200.326,0,53
3201.327,0,53
3202.328,0,53
3203.329,0,53
3204.33,0,53
3205.331,0,53
3206.332,0,53
3207.333,0,53
3208.334,0,53
3209.335,0,53
3210.336,0,53
3211.337,0,53
3212.338,0,53
3213.339,0,53
3214.34,0,52.75
3215.341,0,53
3216.342,0,53
3217.343,0,53
3218.344,0,53
3219.345,0,53
3220.346,0,53
3221.347,0,53
3222.348,0,53
3223.349,0,53
3224.35,0,53
3225.351,0,53
3226.352,0,53
3227.353,0,53
3228.354,0,53
3229.355,0,53
3230.356,0,53
3231.357,0,53
3232.358,0,53
3233.359,0,53
3234.36,0,53
3235.361,0,53
3236.362,0,53
3237.363,0,53
3238.364,0,53
3239.365,0,53
3240.366,0,53
3241.367,0,53
3242.368,0,53
3243.369,0,53
3244.37,0,53
3245.371,0,53
3246.372,0,53
3247.373,0,53
3248.374,0,53
3249.375,0,53
3250.376,0,53
3251.377,0,53
3252.378,0,53
3253.379,0,53
3254.38,0,53
3255.381,0,53
3256.382,0,52.75
3257.383,0,53
3258.384,0,53
3259.385,0,53
3260.386,0,53
3261.387,0,53
3262.388,0,53
3263.389,0,53
3264.39,0,53
3265.391,0,53
3266.392,0,53
3267.393,0,53
3268.394,0,53
3269.395,0,53
3270.396,0,53
3271.397,0,53
3272.398,0,53
3273.399,0,53
3274.4,0,53
3275.401,0,52.75
3276.402,0,53
3277.403,0,53
3278.404,0,53
3279.405,0,53
3280.406,0,53
3281.407,0,53
3282.408,0,52.75
3283.409,0,53
3284.41,0,52.75
3285.411,0,53
3286.412,0,53
3287.413,0,52.75
3288.414,0,53
3289.415,0,53
3290.416,0,53
3291.417,0,53
3292.418,0,52.75
3293.419,0,53
3294.42,0,53
3295.421,0,53
3296.422,0,52.75
3297.423,0,52.75
3298.424,0,53
3299.425,0,53
3300.426,0,53
3301.427,0,53
3302.428,0,53
3303.429,0,52.75
3304.43,0,53
3305.431,0,52.75
3306.432,0,53
3307.433,0,52.75
3308.434,0,53
3309.435,0,52.75
3310.436,0,53
3311.437,0,53
3312.438,0,53
3313.439,0,53
3314.44,0,52.75
3315.441,0,53
3316.442,0,52.75
3317.443,0,52.75
3318.444,0,52.75
3319.445,0,52.75
3320.446,0,52.75
3321.447,0,52.75
3322.448,0,53
3323.449,0,52.75
3324.45,0,52.75
3325.451,0,52.75
3326.452,0,52.75
3327.453,0,53
3328.454,0,52.75
3329.455,0,52.75
3330.456,0,52.75
3331.457,0,52.75
3332.458,0.2,52.75
3333.459,0.2,52.75
3334.46,0.2,53
3335.461,0.2,52.75
3336.462,0.2,53
3337.463,0.2,52.75
3338.464,0.2,52.75
3339.465,0.2,52.75
3340.466,0.2,52.75
3341.467,0.2,52.75
3342.468,0.2,52.75
3343.469,0.2,52.75
3344.47,0.2,53
3345.471,0.2,52.75
3346.472,0.2,52.75
3347.473,0.2,52.75
3348.474,0.2,52.75
3349.475,0.2,52.75
3350.476,0.2,52.75
3351.477,0.2,52.75
3352.478,0.2,52.75
3353.479,0.2,52.75
3354.48,0.2,52.75
3355.481,0.2,52.75
3356.482,0.2,52.75
3357.483,0.2,52.75
3358.484,0.2,52.75
3359.485,0.2,52.75
3360.486,0.2,52.75
3361.487,0.2,52.75
3362.488,0.2,52.75
3363.489,0.2,52.75
3364.49,0.2,52.75
3365.491,0.2,52.75
3366.492,0.2,52.75
3367.493,0.2,52.75
3368.494,0.2,52.75
3369.495,0,52.75
3370.496,0,52.75
3371.497,0,52.75
3372.498,0,52.75
3373.499,0,52.75
3374.5,0,52.75
3375.501,0,52.75
3376.502,0,52.75
3377.503,0,52.75
3378.504,0,52.75
3379.505,0,52.75
3380.506,0,52.75
3381.507,0,52.75
3382.508,0,52.75
3383.509,0,52.75
3384.51,0,52.75
3385.511,0,52.75
3386.512,0,52.75
3387.513,0,52.75
3388.514,0,52.75
3389.515,0,52.75
3390.516,0,52.75
3391.517,0,52.75
3392.518,0,52.75
3393.519,0,52.75
3394.52,0,52.75
3395.521,0,52.75
3396.522,0,52.75
3397.523,0,52.75
3398.524,0,52.75
3399.525,0,52.75
3400.526,0,52.75
3401.527,0,52.75
3402.528,0,52.75
3403.529,0,52.75
3404.53,0,52.75
3405.531,0,52.75
3406.532,0,52.75
3407.533,0,52.75
3408.534,0,52.75
3409.535,0,52.75
3410.536,0,52.75
3411.537,0,52.75
3412.538,0,52.75
3413.539,0,52.75
3414.54,0,52.75
3415.541,0,52.75
3416.542,0,52.75
3417.543,0,52.75
3418.544,0,52.75
3419.545,0,52.75
3420.546,0,52.75
3421.547,0,52.75
3422.548,0,52.75
3423.549,0,52.75
3424.55,0,52.75
3425.551,0,52.75
3426.552,0,52.75
3427.553,0,52.75
3428.554,0,52.75
3429.555,0,52.75
3430.556,0.2,52.75
3431.557,0.2,52.75
3432.558,0.2,52.75
3433.559,0.2,52.75
3434.56,0.2,52.75
3435.561,0.2,52.75
3436.562,0.2,52.75
3437.563,0.2,52.75
3438.564,0.2,52.75
3439.565,0.2,52.75
3440.566,0.2,52.75
3441.567,0.2,52.75
3442.568,0.2,52.75
3443.569,0.2,52.75
3444.57,0.2,52.75
3445.571,0.2,52.75
3446.572,0.2,52.75
3447.573,0.2,52.75
3448.574,0.2,52.75
3449.575,0.2,52.75
3450.576,0.2,52.75
3451.577,0.2,52.75
3452.578,0.2,52.75
3453.579,0.2,52.75
3454.58,0.2,52.75
3455.581,0.2,52.75
3456.582,0.2,52.75
3457.583,0.2,52.75
3458.584,0.2,52.75
3459.585,0.2,52.75
3460.586,0.2,52.75
3461.587,0.2,52.75
3462.588,0.2,52.75
3463.589,0.2,52.75
3464.59,0.2,52.75
3465.591,0.2,52.75
3466.592,0.2,52.75
3467.593,0.2,52.75
3468.594,0.2,52.75
3469.595,0.2,52.75
3470.596,0.2,52.75
3471.597,0.2,52.75
3472.598,0.2,52.75
3473.599,0.2,52.75
3474.6,0.2,52.75
3475.601,0.2,52.75
3476.602,0.2,52.75
3477.603,0.2,52.75
3478.604,0.2,52.75
3479.605,0.2,52.75
3480.606,0.2,52.75
3481.607,0.2,52.75
3482.608,0.2,52.75
3483.609,0.2,52.75
3484.61,0.2,52.75
3485.611,0.2,52.75
3486.612,0.2,52.75
3487.613,0.2,52.75
3488.614,0.2,52.75
3489.615,0,52.75
3490.616,0,52.75
3491.617,0,52.75
3492.618,0,52.75
3493.619,0,52.75
3494.62,0,52.75
3495.621,0,52.75
3496.622,0,52.75
3497.623,0,53
3498.624,0,52.75
3499.625,0,52.75
3500.626,0,53
3501.627,0,52.75
3502.628,0,52.75
3503.629,0,52.75
3504.63,0,52.75
3505.631,0,52.75
3506.632,0,52.75
3507.633,0,53
3508.634,0,52.75
3509.635,0,52.75
3510.636,0,53
3511.637,0,52.75
3512.638,0,53
3513.639,0,52.75
3514.64,0,53
3515.641,0,53
3516.642,0,53
3517.643,0,53
3518.644,0,53
3519.645,0,53
3520.646,0,52.75
3521.647,0,53
3522.648,0,53
3523.649,0,53
3524.65,0,53
3525.651,0,53
3526.652,0,53
3527.653,0,53
3528.654,0,53
3529.655,0,53
3530.656,0,53
3531.657,0,53
3532.658,0,53
3533.659,0,53
3534.66,0,53
3535.661,0,53
3536.662,0,53
3537.663,0,53
3538.664,0,53
3539.665,0,53
3540.666,0,53
3541.667,0,53
3542.668,0,53
3543.669,0,53
3544.67,0,53
3545.671,0,53
3546.672,0,53
3547.673,0,53
3548.674,0,53
3549.675,0,53
3550.676,0,53
3551.677,0,53
3552.678,0,53
3553.679,0,53
3554.68,0,53
3555.681,0,53
3556.682,0,53
3557.683,0,53
3558.684,0,53
3559.685,0,53
3560.686,0,53
3561.687,0,53
3562.688,0,53
3563.689,0,53
3564.69,0,53
3565.691,0,53
3566.692,0,53
3567.693,0,53.25
3568.694,0,53
3569.695,0,53.25
3570.696,0,53.25
3571.697,0,53
3572.698,0,53
3573.699,0,53
3574.7,0,53.25
3575.701,0,53.25
3576.702,0,53.25
3577.703,0,53.25
3578.704,0,53.25
3579.705,0,53
3580.706,0,53.25
3581.707,0,53.25
3582.708,0,53
3583.709,0,53
3584.71,0,53.25
3585.711,0,53.25
3586.712,0,53.25
3587.713,0,53.25
3588.714,0,53.25
3589.715,0,53.25
3590.716,0,53.25
3591.717,0,53.25
3592.718,0,53.25
3593.719,0,53.25
3594.72,0,53.25
3595.721,0,53.25
3596.722,0,53.25
3597.723,0,53.25
3598.724,0,53.25
3599.725,0,53.25
3600.726,0,53.25
3601.727,0,53.25
3602.728,0,53.25
3603.729,0,53.25
3604.73,0,53.25
3605.731,0,53.25
3606.732,0,53.25
3607.733,0,53.25
3608.734,0,53.25
3609.735,0,53.25
3610.736,0,53.25
3611.737,0,53.25
3612.738,0,53.25
3613.739,0,53.25
3614.74,0,53.25
3615.741,0,53.25
3616.742,0,53.25
3617.743,0,53.25
3618.744,0,53.25
3619.745,0,53.25
3620.746,0,53.25
3621.747,0,53.25
3622.748,0,53.25
3623.749,0,53.25
3624.75,0,53.25
3625.751,0,53.25
3626.752,0,53.25
3627.753,0,53.25
3628.754,0,53.25
3629.755,0,53.25
3630.756,0,53.25
3631.757,0,53.25
3632.758,0,53.25
3633.759,0,53.25
3634.76,0,53.25
3635.761,0,53.25
3636.762,0,53.25
3637.763,0,53.25
3638.764,0,53.25
3639.765,0,53.25
3640.766,0,53.25
3641.767,0,53.25
3642.768,0,53.25
3643.769,0,53.25
3644.77,0,53.25
3645.771,0,53.25
3646.772,0,53.25
3647.773,0,53.25
3648.774,0,53.25
3649.775,0,53.25
3650.776,0,53.25
3651.777,0,53.25
3652.778,0,53.25
3653.779,0,53.25
3654.78,0,53.25
3655.781,0,53.25
3656.782,0,53.25
3657.783,0,53.25
3658.784,0,53.25
3659.785,0,53.25
3660.786,0,53.25
3661.787,0,53.25
3662.788,0,53.25
3663.789,0,53.25
3664.79,0,53.25
3665.791,0,53.25
3666.792,0,53.25
3667.793,0,53.25
3668.794,0,53.25
3669.795,0,53.25
3670.796,0,53.25
3671.797,0,53.25
3672.798,0,53.25
3673.799,0,53.25
3674.8,0,53.25
3675.801,0,53.25
3676.802,0,53.25
3677.803,0,53.25
3678.804,0,53.25
3679.805,0,53.25
3680.806,0,53.25
3681.807,0,53.25
3682.808,0,53.25
3683.809,0,53.25
3684.81,0,53.25
3685.811,0,53.25
3686.812,0,53.25
3687.813,0,53.25
3688.814,0,53.25
3689.815,0,53.25
3690.816,0,53.25
3691.817,0,53.25
3692.818,0,53.25
3693.819,0,53.25
3694.82,0,53.25
3695.821,0,53.25
3696.822,0,53.25
3697.823,0,53.25
3698.824,0,53.25
3699.825,0,53.25
3700.826,0,53.25
3701.827,0,53.25
3702.828,0,53
3703.829,0,53
3704.83,0,53.25
3705.831,0,53.25
3706.832,0,53
3707.833,0,53.25
3708.834,0,53.25
3709.835,0,53
3710.836,0,53
3711.837,0,53.25
3712.838,0,53
3713.839,0,53.25
3714.84,0,53
3715.841,0,53
3716.842,0,53.25
3717.843,0,53
3718.844,0,53
3719.845,0,53
3720.846,0,53
3721.847,0,53
3722.848,0,53.25
3723.849,0,53
3724.85,0,53.25
3725.851,0,53.25
3726.852,0,53
3727.853,0,53.25
3728.854,0,53
3729.855,0,53
3730.856,0,53
3731.857,0,53
3732.858,0,53.25
3733.859,0,53
3734.86,0,53.25
3735.861,0,53
3736.862,0,53
3737.863,0,53
3738.864,0,53
3739.865,0,53
3740.866,0,53
3741.867,0,53
3742.868,0,53
3743.869,0,53
3744.87,0,53
3745.871,0,53
3746.872,0,53
3747.873,0,53
3748.874,0,53
3749.875,0,53
3750.876,0,53
3751.877,0,53
3752.878,0,53
3753.879,0,53
3754.88,0,53
3755.881,0,53
3756.882,0,53
3757.883,0,53
3758.884,0,53
3759.885,0,53
3760.886,0,53
3761.887,0,53
3762.888,0,53
3763.889,0,53
3764.89,0,53
3765.891,0,53
3766.892,0,53
3767.893,0,53
3768.894,0,53
3769.895,0,53
3770.896,0,53
3771.897,0,53
3772.898,0,53
3773.899,0,53
3774.9,0,53
3775.901,0,53
3776.902,0,53
3777.903,0,53
3778.904,0,53
3779.905,0,53
3780.906,0,53
3781.907,0,53
3782.908,0,53
3783.909,0,53
3784.91,0,53
3785.911,0,52.75
3786.912,0,53
3787.913,0,53
3788.914,0,53
3789.915,0,53
3790.916,0,53
3791.917,0,53
3792.918,0,53
3793.919,0,53
3794.92,0,53
3795.921,0,52.75
3796.922,0,53
3797.923,0,52.75
3798.924,0,53
3799.925,0,53
3800.926,0,53
3801.927,0,53
3802.928,0,52.75
3803.929,0,52.75
3804.93,0,52.75
3805.931,0,52.75
3806.932,0,52.75
3807.933,0,52.75
3808.934,0,53
3809.935,0,53
3810.936,0,52.75
3811.937,0,52.75
3812.938,0,52.75
3813.939,0,52.75
3814.94,0,52.75
3815.941,0,52.75
3816.942,0,52.75
3817.943,0,53
3818.944,0,52.75
3819.945,0,52.75
3820.946,0.2,52.75
