Time (s),Heater Duty Cycle,Temperature (C)
1280.408,0,45.75
1281.409,0,45.75
1282.41,0,45.75
1283.411,0,45.75
1284.412,0,45.75
1285.413,0,45.75
1286.414,0,45.75
1287.415,0,45.75
1288.416,0,45.75
1289.417,0,45.75
1290.418,0,46
1291.419,0,45.75
1292.42,0,45.75
1293.421,0,46
1294.422,0,45.75
1295.423,0,45.75
1296.424,0,45.75
1297.425,0,45.75
1298.426,0,45.75
1299.427,0,45.75
1300.428,0,46
1301.429,0,46
1302.43,0,46
1303.431,0,46
1304.432,0,46
1305.433,0,46
1306.434,0,46
1307.435,0,46
1308.436,0,46
1309.437,0,46
1310.438,0,46
1311.439,0,46
1312.44,0,46
1313.441,0,46
1314.442,0,46
1315.443,0,46
1316.444,0,46
1317.445,0,46
1318.446,0,46
1319.447,0,46
1320.448,0,46
1321.449,0,46
1322.45,0,46
1323.451,0,46
1324.452,0,46
1325.453,0,46
1326.454,0,46
1327.455,0,46
1328.456,0,46
1329.457,0,46
1330.458,0,46
1331.459,0,46
1332.46,0,46
1333.461,0,46
1334.462,0,46
1335.463,0,46
1336.464,0,46
1337.465,0,46
1338.466,0,46
1339.467,0,46
1340.468,0,46
1341.469,0,46
1342.47,0,46
1343.471,0,46
1344.472,0,46
1345.473,0,46
1346.474,0,46
1347.475,0,46
1348.476,0,46
1349.477,0,46
1350.478,0,46
1351.479,0,46
1352.48,0,46
1353.481,0,46.25
1354.482,0,46.25
1355.483,0,46
1356.484,0,46
1357.485,0,46
1358.486,0,46.25
1359.487,0,46
1360.488,0,46
1361.489,0,46
1362.49,0,46
1363.491,0,46
1364.492,0,46.25
1365.493,0,46
1366.494,0,46
1367.495,0,46.25
1368.496,0,46
1369.497,0,46
1370.498,0,46
1371.499,0,46.25
1372.5,0,46.25
1373.501,0,46
1374.502,0,46
1375.503,0,46.25
1376.504,0,46.25
1377.505,0,46.25
1378.506,0,46.25
1379.507,0,46.25
1380.508,0,46
1381.509,0,46.25
1382.51,0,46.25
1383.511,0,46.25
1384.512,0,46.25
1385.513,0,46.25
1386.514,0,46.25
1387.515,0,46.25
1388.516,0,46.25
1389.517,0,46.25
1390.518,0,46.25
1391.519,0,46.25
1392.52,0,46.25
1393.521,0,46
1394.522,0,46.25
1395.523,0,46.25
1396.524,0,46.25
1397.525,0,46.25
1398.526,0,46.25
1399.527,0,46.25
1400.528,0,46.25
1401.529,0,46.25
1402.53,0,46.25
1403.531,0,46.25
1404.532,0,46.25
1405.533,0,46.25
1406.534,0,46.25
1407.535,0,46.25
1408.536,0,46.25
1409.537,0,46.25
1410.538,0,46.25
1411.539,0,46.25
1412.54,0,46.25
1413.541,0,46.25
1414.542,0,46.25
1415.543,0,46.25
1416.544,0,46
1417.545,0,46.25
1418.546,0,46.25
1419.547,0,46.25
1420.548,0,46.25
1421.549,0,46.25
1422.55,0,46.25
1423.551,0,46.25
1424.552,0,46.25
1425.553,0,46.25
1426.554,0,46.25
1427.555,0,46.25
1428.556,0,46.25
1429.557,0,46.25
1430.558,0,46.25
1431.559,0,46.25
1432.56,0,46.25
1433.561,0,46.25
1434.562,0,46.25
1435.563,0,46.25
1436.564,0,46.25
1437.565,0,46.25
1438.566,0,46.25
1439.567,0,46.25
1440.568,0,46.25
1441.569,0,46.25
1442.57,0,46.25
1443.571,0,46.25
1444.572,0,46.25
1445.573,0,46.25
1446.574,0,46.25
1447.575,0,46.25
1448.576,0,46.25
1449.577,0,46.25
1450.578,0,46.25
1451.579,0,46.25
1452.58,0,46.25
1453.581,0,46.25
1454.582,0,46.25
1455.583,0,46.25
1456.584,0,46.25
1457.585,0,46.25
1458.586,0,46.25
1459.587,0,46.25
1460.588,0,46.25
1461.589,0,46.25
1462.59,0,46.25
1463.591,0,46.25
1464.592,0,46.25
1465.593,0,46.25
1466.594,0,46.25
1467.595,0,46.25
1468.596,0,46.25
1469.597,0,46.25
1470.598,0,46.25
1471.599,0,46.25
1472.6,0,46.25
1473.601,0.2,46.25
1474.602,0.2,46.25
1475.603,0.2,46.25
1476.604,0.2,46.25
1477.605,0.2,46.25
1478.606,0.2,46.25
1479.607,0.2,46.25
1480.608,0.2,46.25
1481.609,0.2,46.25
1482.61,0.2,46.25
1483.611,0.2,46.25
1484.612,0.2,46.25
1485.613,0.2,46.25
1486.614,0.2,46.25
1487.615,0.2,46.25
1488.616,0.2,46.25
1489.617,0.2,46.25
1490.618,0.2,46.25
1491.619,0.2,46.25
1492.62,0.2,46.25
1493.621,0.2,46.25
1494.622,0.2,46.25
1495.623,0.2,46.25
1496.624,0.2,46.25
1497.625,0.2,46.25
1498.626,0.2,46.25
1499.627,0.2,46.25
1500.628,0.2,46.25
1501.629,0.2,46.25
1502.63,0.2,46.25
1503.631,0.2,46.25
1504.632,0.2,46.25
1505.633,0.2,46.25
1506.634,0.2,46.25
1507.635,0.2,46.25
1508.636,0.2,46.25
1509.637,0.2,46.25
1510.638,0.2,46.25
1511.639,0.2,46.25
1512.64,0.2,46.25
1513.641,0.2,46.25
1514.642,0.2,46.25
1515.643,0.2,46.25
1516.644,0.2,46.25
1517.645,0.2,46.25
1518.646,0.2,46.25
1519.647,0.2,46.25
1520.648,0.2,46.25
1521.649,0.2,46.25
1522.65,0.2,46.25
1523.651,0.2,46.25
1524.652,0.2,46.25
1525.653,0.2,46.25
1526.654,0.2,46.25
1527.655,0.2,46.25
1528.656,0.2,46.25
1529.657,0.2,46.25
1530.658,0.2,46.25
1531.659,0.2,46.25
1532.66,0.2,46.25
1533.661,0.2,46.25
1534.662,0.2,46.25
1535.663,0.2,46.25
1536.664,0.2,46.25
1537.665,0.2,46.25
1538.666,0.2,46.25
1539.667,0.2,46.25
1540.668,0.2,46.25
1541.669,0.2,46.25
1542.67,0.2,46.25
1543.671,0.2,46.5
1544.672,0.2,46.25
1545.673,0.2,46.25
1546.674,0.2,46.25
1547.675,0.2,46.25
1548.676,0.2,46.25
1549.677,0.2,46.25
1550.678,0.2,46.25
1551.679,0.2,46.25
1552.68,0.2,46.25
1553.681,0.2,46.5
1554.682,0.2,46.25
1555.683,0.2,46.5
1556.684,0.2,46.25
1557.685,0.2,46.5
1558.686,0.2,46.5
1559.687,0.2,46.5
1560.688,0.2,46.5
1561.689,0.2,46.5
1562.69,0.2,46.5
1563.691,0.2,46.5
1564.692,0.2,46.5
1565.693,0.2,46.5
1566.694,0.2,46.5
1567.695,0.2,46.5
1568.696,0.2,46.5
1569.697,0.2,46.5
1570.698,0.2,46.5
1571.699,0.2,46.5
1572.7,0.2,46.5
1573.701,0.2,46.5
1574.702,0.2,46.5
1575.703,0.2,46.5
1576.704,0.2,46.5
1577.705,0.2,46.5
1578.706,0.2,46.5
1579.707,0.2,46.5
1580.708,0.2,46.5
1581.709,0.2,46.5
1582.71,0.2,46.5
1583.711,0.2,46.5
1584.712,0.2,46.5
1585.713,0.2,46.5
1586.714,0.2,46.5
1587.715,0.2,46.75
1588.716,0.2,46.5
1589.717,0.2,46.75
1590.718,0.2,46.75
1591.719,0.2,46.5
1592.72,0.2,46.5
1593.721,0.2,46.75
1594.722,0.2,46.75
1595.723,0.2,46.75
1596.724,0.2,46.75
1597.725,0.2,46.75
1598.726,0.2,46.75
1599.727,0.2,46.75
1600.728,0.2,46.75
1601.729,0.2,46.75
1602.73,0.2,46.75
1603.731,0.2,46.75
1604.732,0.2,46.75
1605.733,0.2,46.75
1606.734,0.2,46.75
1607.735,0.2,46.75
1608.736,0.2,46.75
1609.737,0.2,46.75
1610.738,0.2,46.75
1611.739,0.2,46.75
1612.74,0.2,46.75
1613.741,0.2,46.75
1614.742,0.2,46.75
1615.743,0.2,47
1616.744,0.2,46.75
1617.745,0.2,46.75
1618.746,0.2,47
1619.747,0.2,47
1620.748,0.2,46.75
1621.749,0.2,47
1622.75,0.2,46.75
1623.751,0.2,47
1624.752,0.2,47
1625.753,0.2,47
1626.754,0.2,47
1627.755,0.2,47
1628.756,0.2,47
1629.757,0.2,47
1630.758,0.2,47
1631.759,0.2,47
1632.76,0.2,47
1633.761,0.2,47
1634.762,0.2,47
1635.763,0.2,47
1636.764,0.2,47
1637.765,0.2,47
1638.766,0.2,47
1639.767,0.2,47.25
1640.768,0.2,47
1641.769,0.2,47
1642.77,0.2,47.25
1643.771,0.2,47.25
1644.772,0.2,47.25
1645.773,0.2,47.25
1646.774,0.2,47.25
1647.775,0.2,47.25
1648.776,0.2,47.25
1649.777,0.2,47.25
1650.778,0.2,47.25
1651.779,0.2,47.25
1652.78,0.2,47.25
1653.781,0.2,47.25
1654.782,0.2,47.25
1655.783,0.2,47.25
1656.784,0.2,47.25
1657.785,0.2,47.25
1658.786,0.2,47.25
1659.787,0.2,47.25
1660.788,0.2,47.25
1661.789,0.2,47.25
1662.79,0.2,47.25
1663.791,0.2,47.5
1664.792,0.2,47.5
1665.793,0.2,47.5
1666.794,0.2,47.5
1667.795,0.2,47.5
1668.796,0.2,47.5
1669.797,0.2,47.5
1670.798,0.2,47.5
1671.799,0.2,47.5
1672.8,0.2,47.5
1673.801,0.2,47.5
1674.802,0.2,47.5
1675.803,0.2,47.5
1676.804,0.2,47.75
1677.805,0.2,47.75
1678.806,0.2,47.5
1679.807,0.2,47.5
1680.808,0.2,47.5
1681.809,0.2,47.5
1682.81,0.2,47.75
1683.811,0.2,47.75
1684.812,0.2,47.75
1685.813,0.2,47.75
1686.814,0.2,47.75
1687.815,0.2,47.75
1688.816,0.2,47.75
1689.817,0.2,47.75
1690.818,0.2,47.75
1691.819,0.2,47.75
1692.82,0.2,47.75
1693.821,0.2,47.75
1694.822,0.2,47.75
1695.823,0.2,47.75
1696.824,0.2,47.75
1697.825,0.2,48
1698.826,0.2,48
1699.827,0.2,48
1700.828,0.2,48
1701.829,0.2,48
1702.83,0.2,48
1703.831,0.2,48
1704.832,0.2,48
1705.833,0.2,48
1706.834,0.2,48
1707.835,0.2,48
1708.836,0.2,48
1709.837,0.2,48
1710.838,0.2,48
1711.839,0.2,48
1712.84,0.2,48
1713.841,0.2,48
1714.842,0.2,48.25
1715.843,0.2,48
1716.844,0.2,48.25
1717.845,0.2,48.25
1718.846,0.2,48.25
1719.847,0.2,48.25
1720.848,0.2,48.25
1721.849,0.2,48.25
1722.85,0.2,48.25
1723.851,0.2,48.25
1724.852,0.2,48.25
1725.853,0.2,48.25
1726.854,0.2,48.25
1727.855,0.2,48.25
1728.856,0.2,48.25
1729.857,0.2,48.25
1730.858,0.2,48.25
1731.859,0.2,48.25
1732.86,0.2,48.5
1733.861,0.2,48.5
1734.862,0.2,48.5
1735.863,0.2,48.5
1736.864,0.2,48.5
1737.865,0.2,48.5
1738.866,0.2,48.5
1739.867,0.2,48.5
1740.868,0.2,48.5
1741.869,0.2,48.5
1742.87,0.2,48.5
1743.871,0.2,48.5
1744.872,0.2,48.5
1745.873,0.2,48.5
1746.874,0.2,48.75
1747.875,0.2,48.75
1748.876,0.2,48.75
1749.877,0.2,48.75
1750.878,0.2,48.75
1751.879,0.2,48.75
1752.88,0.2,48.75
1753.881,0.2,48.75
1754.882,0.2,48.75
1755.883,0.2,48.75
1756.884,0.2,48.75
1757.885,0.2,48.75
1758.886,0.2,48.75
1759.887,0.2,48.75
1760.888,0.2,48.75
1761.889,0.2,49
1762.89,0.2,48.75
1763.891,0.2,49
1764.892,0.2,49
1765.893,0.2,49
1766.894,0.2,49
1767.895,0.2,49
1768.896,0.2,49
1769.897,0.2,49
1770.898,0.2,49
1771.899,0.2,49
1772.9,0.2,49
1773.901,0.2,49
1774.902,0.2,49.25
1775.903,0.2,49
1776.904,0.2,49.25
1777.905,0.2,49.25
1778.906,0.2,49
1779.907,0.2,49.25
1780.908,0.2,49.25
1781.909,0.2,49.25
1782.91,0.2,49.25
1783.911,0.2,49.25
1784.912,0.2,49.25
1785.913,0.2,49.25
1786.914,0.2,49.25
1787.915,0.2,49.25
1788.916,0.2,49.25
1789.917,0.2,49.25
1790.918,0.2,49.5
1791.919,0.2,49.25
1792.92,0.2,49.5
1793.921,0.2,49.5
1794.922,0.2,49.5
1795.923,0.2,49.5
1796.924,0.2,49.5
1797.925,0.2,49.5
1798.926,0.2,49.5
1799.927,0.2,49.5
1800.928,0.2,49.5
1801.929,0.2,49.5
1802.93,0.2,49.5
1803.931,0.2,49.5
1804.932,0.2,49.5
1805.933,0.2,49.5
1806.934,0.2,49.5
1807.935,0.2,49.75
1808.936,0.2,49.5
1809.937,0.2,49.75
1810.938,0.2,49.75
1811.939,0.2,49.75
1812.94,0.2,49.75
1813.941,0.2,49.75
1814.942,0.2,49.75
1815.943,0.2,49.75
1816.944,0.2,49.75
1817.945,0.2,49.75
1818.946,0.2,49.75
1819.947,0.2,49.75
1820.948,0.2,49.75
1821.949,0.2,50
1822.95,0.2,50
1823.951,0,50
1824.952,0,50
1825.953,0,50
1826.954,0,50
1827.955,0,50
1828.956,0,50
1829.957,0,50
1830.958,0,50
1831.959,0,50
1832.96,0,50
1833.961,0,50
1834.962,0,50
1835.963,0,50
1836.964,0,50
1837.965,0,50.25
1838.966,0,50
1839.967,0,50.25
1840.968,0,50.25
1841.969,0,50.25
1842.97,0,50.25
1843.971,0,50.25
1844.972,0,50.25
1845.973,0,50.25
1846.974,0,50.25
1847.975,0,50.25
1848.976,0,50.25
1849.977,0,50.25
1850.978,0,50.25
1851.979,0,50.25
1852.98,0,50.5
1853.981,0,50.5
1854.982,0,50.5
1855.983,0,50.5
1856.984,0,50.5
1857.985,0,50.5
1858.986,0,50.5
1859.987,0,50.5
1860.988,0,50.5
1861.989,0,50.5
1862.99,0,50.5
1863.991,0,50.5
1864.992,0,50.5
1865.993,0,50.5
1866.994,0,50.5
1867.995,0,50.75
1868.996,0,50.5
1869.997,0,50.75
1870.998,0,50.75
1871.999,0,50.75
1873,0,50.75
1874.001,0,50.75
1875.002,0,50.75
1876.003,0,50.75
1877.004,0,50.75
1878.005,0,50.75
1879.006,0,50.75
1880.007,0,50.75
1881.008,0,50.75
1882.009,0,50.75
1883.01,0,50.75
1884.011,0,50.75
1885.012,0,51
1886.013,0,50.75
1887.014,0,51
1888.015,0,51
1889.016,0,51
1890.017,0,51
1891.018,0,51
1892.019,0,51
1893.02,0,51
1894.021,0,51
1895.022,0,51
1896.023,0,51
1897.024,0,51
1898.025,0,51
1899.026,0,51
1900.027,0,51
1901.028,0,51
1902.029,0,51
1903.03,0,51
1904.031,0,51
1905.032,0,51
1906.033,0,51
1907.034,0,51
1908.035,0,51.25
1909.036,0,51.25
1910.037,0,51.25
1911.038,0,51.25
1912.039,0,51.25
1913.04,0,51.25
1914.041,0,51.25
1915.042,0,51.25
1916.043,0,51.25
1917.044,0,51.25
1918.045,0,51.25
1919.046,0,51.25
1920.047,0,51.25
1921.048,0,51.25
1922.049,0,51.25
1923.05,0,51.25
1924.051,0,51.25
1925.052,0,51.25
1926.053,0,51.25
1927.054,0,51.25
1928.055,0,51.5
1929.056,0,51.25
1930.057,0,51.25
1931.058,0,51.25
1932.059,0,51.5
1933.06,0,51.5
1934.061,0,51.25
1935.062,0,51.5
1936.063,0,51.5
1937.064,0,51.5
1938.065,0,51.5
1939.066,0,51.5
1940.067,0,51.5
1941.068,0,51.5
1942.069,0,51.5
1943.07,0,51.5
1944.071,0,51.5
1945.072,0,51.5
1946.073,0,51.5
1947.074,0,51.5
1948.075,0,51.5
1949.076,0,51.5
1950.077,0,51.5
1951.078,0,51.5
1952.079,0,51.5
1953.08,0,51.5
1954.081,0,51.5
1955.082,0,51.5
1956.083,0,51.5
1957.084,0,51.5
1958.085,0,51.5
1959.086,0,51.5
1960.087,0,51.5
1961.088,0,51.5
1962.089,0,51.75
1963.09,0,51.75
1964.091,0,51.5
1965.092,0,51.75
1966.093,0,51.5
1967.094,0,51.5
1968.095,0,51.5
1969.096,0,51.5
1970.097,0,51.5
1971.098,0,51.5
1972.099,0,51.75
1973.1,0,51.5
1974.101,0,51.75
1975.102,0,51.5
1976.103,0,51.75
1977.104,0,51.75
1978.105,0,51.5
1979.106,0,51.75
1980.107,0,51.75
1981.108,0,51.75
1982.109,0,51.75
1983.11,0,51.75
1984.111,0,51.75
1985.112,0,51.75
1986.113,0,51.75
1987.114,0,51.75
1988.115,0,51.75
1989.116,0,51.75
1990.117,0,51.75
1991.118,0,51.75
1992.119,0,51.75
1993.12,0,51.75
1994.121,0,51.75
1995.122,0,51.75
1996.123,0,51.75
1997.124,0,51.75
1998.125,0,51.75
1999.126,0,51.75
2000.127,0,51.75
2001.128,0,51.75
2002.129,0,51.75
2003.13,0,51.75
2004.131,0,51.75
2005.132,0,51.75
2006.133,0,51.75
2007.134,0,51.75
2008.135,0,51.75
2009.136,0,51.75
2010.137,0,51.75
2011.138,0,51.75
2012.139,0,51.75
2013.14,0,51.75
2014.141,0,51.75
2015.142,0,51.75
2016.143,0,51.75
2017.144,0,51.75
2018.145,0,51.75
2019.146,0,51.75
2020.147,0,51.75
2021.148,0,51.75
2022.149,0,51.75
2023.15,0,51.75
2024.151,0,51.75
2025.152,0,51.75
2026.153,0,51.75
2027.154,0,51.75
2028.155,0,51.75
2029.156,0,51.75
2030.157,0,51.75
2031.158,0,51.75
2032.159,0,51.75
2033.16,0,51.75
2034.161,0,51.75
2035.162,0,51.75
2036.163,0,51.75
2037.164,0,51.75
2038.165,0,51.75
2039.166,0,51.75
2040.167,0,51.75
2041.168,0,51.75
2042.169,0,51.75
2043.17,0,51.75
2044.171,0,51.75
2045.172,0,51.75
2046.173,0,51.75
2047.174,0,51.75
2048.175,0,51.75
2049.176,0,51.75
2050.177,0,51.75
2051.178,0,51.75
2052.179,0,51.75
2053.18,0,51.75
2054.181,0,51.75
2055.182,0,51.75
2056.183,0,51.75
2057.184,0,51.75
2058.185,0.2,51.75
2059.186,0.2,51.75
2060.187,0.2,51.75
2061.188,0.2,51.75
2062.189,0.2,51.75
2063.19,0.2,51.75
2064.191,0.2,51.75
2065.192,0.2,51.75
2066.193,0.2,52
2067.194,0.2,51.75
2068.195,0.2,51.75
2069.196,0.2,51.75
2070.197,0.2,51.75
2071.198,0.2,51.75
2072.199,0.2,51.75
2073.2,0.2,51.75
2074.201,0.2,51.75
2075.202,0.2,51.75
2076.203,0.2,51.75
2077.204,0.2,51.75
2078.205,0.2,51.75
2079.206,0.2,51.75
2080.207,0.2,51.75
2081.208,0.2,51.75
2082.209,0.2,51.75
2083.21,0.2,51.75
2084.211,0.2,52
2085.212,0.2,51.75
2086.213,0.2,51.75
2087.214,0.2,51.75
2088.215,0.2,51.75
2089.216,0.2,51.75
2090.217,0.2,51.75
2091.218,0.2,51.75
2092.219,0.2,52
2093.22,0.2,51.75
2094.221,0.2,51.75
2095.222,0.2,51.75
2096.223,0.2,51.75
2097.224,0.2,51.75
2098.225,0.2,51.75
2099.226,0.2,51.75
2100.227,0.2,51.75
2101.228,0.2,51.75
2102.229,0.2,51.75
2103.23,0.2,51.75
2104.231,0.2,51.75
2105.232,0.2,51.75
2106.233,0.2,51.75
2107.234,0.2,51.75
2108.235,0.2,51.75
2109.236,0.2,51.75
2110.237,0.2,51.75
2111.238,0.2,51.75
2112.239,0.2,51.75
2113.24,0.2,51.75
2114.241,0.2,51.75
2115.242,0.2,51.75
2116.243,0.2,51.75
2117.244,0.2,51.75
2118.245,0.2,51.75
2119.246,0.2,51.75
2120.247,0.2,51.75
2121.248,0.2,51.75
2122.249,0.2,51.75
2123.25,0.2,51.75
2124.251,0.2,52
2125.252,0.2,51.75
2126.253,0.2,52
2127.254,0.2,51.75
2128.255,0.2,51.75
2129.256,0.2,51.75
2130.257,0.2,52
2131.258,0.2,52
2132.259,0.2,51.75
2133.26,0.2,51.75
2134.261,0.2,51.75
2135.262,0.2,52
2136.263,0.2,52
2137.264,0.2,52
2138.265,0,52
2139.266,0,52
2140.267,0,52
2141.268,0,52
2142.269,0,52
2143.27,0,52
2144.271,0,52
2145.272,0,52
2146.273,0,52
2147.274,0,52
2148.275,0,52
2149.276,0,52
2150.277,0,52
2151.278,0,52
2152.279,0,52
2153.28,0,52
2154.281,0,52
2155.282,0,52
2156.283,0,52
2157.284,0,52
2158.285,0,52
2159.286,0,52
2160.287,0,52
2161.288,0,52
2162.289,0,52
2163.29,0,52
2164.291,0,52
2165.292,0,52
2166.293,0,52
2167.294,0,52
2168.295,0,52
2169.296,0,52
2170.297,0,52
2171.298,0,52
2172.299,0,52
2173.3,0,52.25
2174.301,0,52
2175.302,0,52
2176.303,0,52.25
2177.304,0,52
2178.305,0,52
2179.306,0,52
2180.307,0,52.25
2181.308,0,52.25
2182.309,0,52.25
2183.31,0,52.25
2184.311,0,52
2185.312,0,52.25
2186.313,0,52.25
2187.314,0,52.25
2188.315,0,52.25
2189.316,0,52.25
2190.317,0,52
2191.318,0,52.25
2192.319,0,52.25
2193.32,0,52.25
2194.321,0,52.25
2195.322,0,52.25
2196.323,0,52.25
2197.324,0,52.25
2198.325,0,52.25
2199.326,0,52.25
2200.327,0,52.25
2201.328,0,52.25
2202.329,0,52.25
2203.33,0,52.25
2204.331,0,52.25
2205.332,0,52.25
2206.333,0,52.25
2207.334,0,52.25
2208.335,0,52.25
2209.336,0,52.25
2210.337,0,52.25
2211.338,0,52.25
2212.339,0,52.25
2213.34,0,52.25
2214.341,0,52.25
2215.342,0,52.25
2216.343,0,52.25
2217.344,0,52.25
2218.345,0,52.25
2219.346,0,52.25
2220.347,0,52.25
2221.348,0,52.25
2222.349,0,52.25
2223.35,0,52.25
2224.351,0,52.25
2225.352,0,52.25
2226.353,0,52.25
2227.354,0,52.25
2228.355,0,52.25
2229.356,0,52.25
2230.357,0,52.25
2231.358,0,52.5
2232.359,0,52.25
2233.36,0,52.25
2234.361,0,52.25
2235.362,0,52.5
2236.363,0,52.25
2237.364,0,52.25
2238.365,0,52.5
2239.366,0,52.5
2240.367,0,52.5
2241.368,0,52.25
2242.369,0,52.5
2243.37,0,52.5
2244.371,0,52.5
2245.372,0,52.5
2246.373,0,52.25
2247.374,0,52.25
2248.375,0,52.5
2249.376,0,52.5
2250.377,0,52.5
2251.378,0,52.25
2252.379,0,52.5
2253.38,0,52.5
2254.381,0,52.5
2255.382,0,52.5
2256.383,0,52.5
2257.384,0,52.25
2258.385,0,52.5
2259.386,0,52.5
2260.387,0,52.5
2261.388,0,52.5
2262.389,0,52.5
2263.39,0,52.5
2264.391,0,52.5
2265.392,0,52.5
2266.393,0,52.5
2267.394,0,52.5
2268.395,0,52.5
2269.396,0,52.5
2270.397,0,52.5
2271.398,0,52.5
2272.399,0,52.5
2273.4,0,52.5
2274.401,0,52.5
2275.402,0,52.5
2276.403,0,52.5
2277.404,0,52.5
2278.405,0,52.5
2279.406,0,52.5
2280.407,0,52.5
2281.408,0,52.5
2282.412,0,52.5
2283.41,0,52.5
2284.411,0,52.5
2285.412,0,52.5
2286.413,0,52.5
2287.414,0,52.5
2288.415,0,52.5
2289.416,0,52.5
2290.417,0,52.5
2291.418,0,52.5
2292.419,0,52.5
2293.42,0,52.5
2294.421,0,52.5
2295.422,0,52.5
2296.423,0,52.5
2297.424,0,52.5
2298.425,0,52.5
2299.426,0,52.5
2300.427,0,52.5
2301.428,0,52.5
2302.429,0,52.5
2303.43,0,52.5
2304.431,0,52.5
2305.432,0,52.5
2306.433,0,52.5
2307.434,0,52.5
2308.435,0,52.5
2309.436,0,52.5
2310.437,0,52.5
2311.438,0,52.5
2312.44,0,52.5
2313.44,0,52.5
2314.441,0,52.5
2315.442,0,52.5
2316.443,0,52.5
2317.444,0,52.5
2318.445,0,52.5
2319.446,0,52.5
2320.447,0,52.5
2321.448,0,52.5
2322.449,0,52.5
2323.45,0,52.5
2324.451,0,52.5
2325.452,0,52.5
2326.453,0,52.5
2327.454,0,52.5
2328.455,0,52.5
2329.456,0,52.5
2330.457,0,52.5
2331.458,0,52.5
2332.459,0,52.5
2333.46,0,52.5
2334.461,0,52.5
2335.462,0,52.5
2336.463,0,52.5
2337.464,0.2,52.5
2338.465,0.2,52.5
2339.466,0.2,52.5
2340.467,0.2,52.5
2341.468,0.2,52.5
2342.469,0.2,52.5
2343.47,0.2,52.5
2344.471,0.2,52.5
2345.472,0.2,52.5
2346.473,0.2,52.5
2347.474,0.2,52.5
2348.475,0.2,52.5
2349.476,0.2,52.5
2350.477,0.2,52.5
2351.478,0.2,52.5
2352.479,0.2,52.5
2353.48,0.2,52.5
2354.481,0.2,52.5
2355.482,0.2,52.5
2356.483,0.2,52.5
2357.484,0.2,52.5
2358.485,0.2,52.5
2359.486,0.2,52.5
2360.487,0.2,52.5
2361.488,0.2,52.5
2362.489,0.2,52.5
2363.49,0.2,52.5
2364.491,0.2,52.5
2365.492,0.2,52.5
2366.493,0.2,52.5
2367.494,0.2,52.5
2368.495,0.2,52.5
2369.496,0.2,52.5
2370.497,0.2,52.5
2371.498,0.2,52.5
2372.499,0.2,52.5
2373.5,0.2,52.5
2374.501,0.2,52.5
2375.502,0.2,52.5
2376.503,0.2,52.5
2377.504,0.2,52.5
2378.505,0,52.5
2379.506,0,52.5
2380.507,0,52.5
2381.508,0,52.5
2382.509,0,52.5
2383.51,0,52.5
2384.511,0,52.5
2385.512,0,52.5
2386.513,0,52.5
2387.514,0,52.5
2388.515,0,52.5
2389.516,0,52.5
2390.517,0,52.5
2391.518,0,52.5
2392.519,0,52.5
2393.52,0,52.5
2394.521,0,52.5
2395.522,0,52.5
2396.523,0,52.5
2397.524,0,52.5
2398.525,0,52.5
2399.526,0,52.5
2400.527,0,52.5
2401.528,0,52.5
2402.529,0,52.5
2403.53,0,52.5
2404.531,0,52.5
2405.532,0,52.5
2406.533,0,52.5
2407.534,0,52.5
2408.535,0,52.5
2409.536,0,52.5
2410.537,0,52.5
2411.538,0,52.5
2412.539,0,52.5
2413.54,0,52.5
2414.541,0,52.5
2415.542,0,52.5
2416.543,0,52.5
2417.544,0,52.5
2418.545,0,52.5
2419.546,0,52.5
2420.547,0,52.5
2421.548,0,52.5
2422.549,0,52.5
2423.55,0,52.5
2424.551,0,52.5
2425.552,0,52.5
2426.553,0,52.5
2427.554,0,52.5
2428.555,0,52.5
2429.556,0,52.5
2430.557,0,52.5
2431.558,0,52.5
2432.559,0,52.5
2433.56,0,52.5
2434.561,0,52.5
2435.562,0,52.5
2436.563,0,52.5
2437.564,0,52.5
2438.565,0,52.5
2439.566,0.2,52.5
2440.567,0.2,52.5
2441.568,0.2,52.5
2442.569,0.2,52.5
2443.57,0.2,52.5
2444.571,0.2,52.5
2445.572,0.2,52.5
2446.573,0.2,52.5
2447.574,0.2,52.5
2448.575,0.2,52.5
2449.576,0.2,52.5
2450.577,0.2,52.5
2451.578,0.2,52.5
2452.579,0.2,52.5
2453.58,0.2,52.5
2454.581,0.2,52.5
2455.582,0.2,52.5
2456.583,0.2,52.5
2457.584,0.2,52.5
2458.585,0.2,52.5
2459.586,0.2,52.5
2460.587,0.2,52.5
2461.588,0.2,52.5
2462.589,0.2,52.75
2463.59,0.2,52.5
2464.591,0.2,52.75
2465.592,0.2,52.5
2466.593,0.2,52.5
2467.594,0.2,52.75
2468.595,0.2,52.5
2469.596,0.2,52.5
2470.597,0.2,52.75
2471.598,0.2,52.75
2472.599,0.2,52.5
2473.6,0.2,52.5
2474.601,0.2,52.75
2475.602,0.2,52.75
2476.603,0.2,52.75
2477.604,0.2,52.75
2478.605,0.2,52.5
2479.606,0.2,52.75
2480.607,0.2,52.75
2481.608,0.2,52.5
2482.609,0.2,52.75
2483.61,0.2,52.5
2484.611,0.2,52.5
2485.612,0.2,52.75
2486.613,0.2,52.75
2487.614,0.2,52.75
2488.615,0.2,52.75
2489.616,0.2,52.75
2490.617,0.2,52.75
2491.618,0.2,52.5
2492.619,0.2,52.75
2493.62,0.2,52.75
2494.621,0,52.75
